,Name,Links
10,"Apple 10.9"" iPad Air (4th Gen, 64GB, Wi-Fi Only, Sky Blue) MYFQ2LL/A",https://www.ebay.com/itm/143834973337?epid=6040897172&hash=item217d3b8499:g:yG4AAOSw8Ntfq0zi:sc:ShippingMethodExpress!75287!US!-1
11,"Apple iPad mini 2 16GB 32GB 64GB Wi-Fi, 7.9in Retina - Space Gray Silver (R)",https://www.ebay.com/itm/182430753761?epid=172927427&hash=item2a79b863e1:g:P3oAAOSwt5hYhTLG
12,"2021 Apple 10.2-inch iPad 9th Gen (Wi-Fi, 64GB) Silver -Latest Model _New Sealed",https://www.ebay.com/itm/124935468365?epid=15049285841&hash=item1d16bbf54d:g:WXkAAOSwzfZhXMhB
13,"Apple iPad A1395 2nd Generation Black 9.7"" 16GB Touchscreen iPad/Tablet *Tested*",https://www.ebay.com/itm/133976537767?hash=item1f319fbaa7:g:OJcAAOSwnWthyhou
14,NEW Apple iPad 2 3 4 Air Air 2 Pro & Mini - WiFi or Cell - 16GB 32GB 64GB 128GB,https://www.ebay.com/itm/264000989927?_trkparms=ispr%3D1&hash=item3d77af6ae7:g:EAYAAOSwoZJcEGAb&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsStdebXPz4ZTXCT8FI9kPBhy6BZu7rd2AHWKES7E6iLhw3PUenvGKhH5yZXAcr3wcCxSV803M6YAYWQ9gS%252Fuvn7BDqJS%252BJGcNJNtMnPV9fxh3Q%252BZX5C6%252F6GA%252BGZeXF9QiUz5kZFdOoqo%252BQsSDOwd2hPmCUVa1fowx4CoqsatTDZ0ekjYyb4Xw8tTs4AhixlDlPzKCrEVxF%252BowNLWSG0hHuTragRrYhaPAVLAft0n1t63SVMA20vL5gzdnp%252FH0SY9RF3%252FQPMvpTGaRukG7i8YJbcOrJpLXvBaPlK3WWekLbRqpCmq4yx3olp0cCqD%252BB8Fj8iawENwBtq2aJnJ1hn9gWfdvDByxy8tCDidmDT9vpQN%252BekylZdgsxYmqbp1C7LMSaYKcHb7iZN9FVRSInCDIgowtEXwjLsULarp36DEAjHa5vVtO6PiGizyBLQsz4%252FjibOykisLbYWvbufL0VgJlk8ADR4fm%252BQ%252B%252Bu4fMd60fmUnaAgIeZ1wizOxHhUjm%252BIYXsosVFV7%252FAy%252BIXSNf4J7nVNt5y8uTj55u2uN1a2%252Fy7EvVHntdNT6u7QsUVKE6Jyrh1uWQbaFeCD8PcuGgJhpRsuaHYSL7BHauGb508PWliW%252FJ5JzfOMZcWx5kYY2V92kEn2qmQiR0g6u6360EoF1Zh11mb6uoK%252BZPA7dKIyioVUzqB4b2pGoRGOxyoNX7Q4SArkmEJhAWWrzyQwNksVOMbJCtjHhCP%252FaQ%252BwC6sSfvVv4IhG5ci7dXFy9m34UeLDEVb0%252FhZRljNAIGgY8Fy3Y74kvFrrotpzuDT9837%252FtJgUxJ1wTgDUjqBqm3xTlXN5Chw%7Cclp%3A2334524%7Ctkp%3ABFBMivyvm-Nf
15,Apple iPad 6 (6th Gen) - (2018 Model) - 32GB - 128GB - Wi-Fi - Cellular,https://www.ebay.com/itm/363061681562?_trkparms=ispr%3D1&hash=item5488299d9a:g:hXcAAOSw8Mtd4W43&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS5%252FLJbfonbQUYd49AU1AJY1gsadkAWkOufxVeNLYwKJekfAaSIkZ9yskAqWFZoXMjZ5A9Kh%252F%252FwADIqsBjktyKT7wg4qIj6byhMbhbPfqIOgTr1oRgZB8DT%252BihNeoW%252BiI7NRGtwux7nxQFGB9x1RzfVqqeHxfeGRK7lCbyvMLARhz9KkKm7zYREzkk2w2fycjTvXyhZtZPljSrcyQaKM8n2l%252FJmYppPhOx8nQdmAgnD3bOd11d3vYgv951rF%252FemOpc8hQ4AfKi%252BfumbgO5pTIguz%252FzlHun%252B2o4rzu1GX91geUDqLXPs%252FImu%252BnNrmvnufHYwpjxnWAreAi%252F2nqdwR6GjvAfQbUznQDOgBeF81DgIFK9Wt8TIyZjB3xRe%252B7kTsqwFN3ScOMmfj9SQP7MAlOAirvU01KNPDD3I2Oy1cFNzMnBzWLjTU35QOsag1ItTd0nT3zSS%252BnkO6Ig4pRRG6WUPuGI76V1VC3CviJqaWrIjncy0wFIGyMXXOA%252BXtGp7J96PMDS%252FQQtlRmSOwPfI4X6OCecrK9vnO9v0XD4sNUrp87Jk27%252Fp0x8vioChSybKujzOynt%252BO3ov7EWXg1UbSaOz4mUzt12GWA4SAr3HL5ObOVMxAbVrcjMedzYMvYfaW%252B%252FwWla%252F13c0OKMmjX%252BLRQD9F2KTjiQiA%252FjcHaf8vKJtu2pERB8CXmD1a2LVYP4xo48xhrrGVKA7fwgvo67ypemXUynLRLZLl7Se6rlFg0vz8usvSOMxsAetm3hMt%252ForqXkAk8t9BfhKr0qpavmpEyTxZZawS4QgMkaeUWATA0N9TlRUNOUhE3EDO1o0TJxywh8%7Cclp%3A2334524%7Ctkp%3ABFBMivyvm-Nf
16,"Apple iPad Pro (9.7 inch)- Wi-Fi - Cellular -Space Gray, Silver, Rose Gold, Gold",https://www.ebay.com/itm/362847064621?_trkparms=ispr%3D1&hash=item547b5ed22d:g:KQsAAOSw4TVd8SNm&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS5%252FLJbfonbQUYd49AU1AJY8tB%252BCyOX48xDV7U7dCLjIJLyUMeDSDS104ci%252BKE8GAycCWHKjvl5cRIZ6THakAInH20iRU%252Frf8jIv%252Bw9T8pEJBhseSy5Z2a%252FO0s0X0uLS3BZFMr2qVbfU25MTVMKXH0OKXOkllIXa0EPCQsj1Rah9XoffAh%252FrYZrqmjwD8jP%252B5xcuVE2Fps7e9R7xYvfahIGgwAsCNzYfliM6lVx8wAvC94t0%252BHMmYSCqJ0FaO4iWFMivpOyOYJ2cKl7r2kj9S6eU7%252BGnsh3NaPiVxDG4AdQJ3foRpYnugU8I4YywDh1l05sV9rnMDfG8mpuTczUBGXwqmJNkA%252FXSkqPeZrNqpTCAdgvNzMCAeHEn2d6frmMvyBxs%252BoAslObX87C5b7%252FVSD%252BI5RPyKNI1bfTEr1QF2INO9I4CPLseABx1oF0ZQb9PiQjxveajrjb8Py4M7h1pc1%252BpkD%252FFJxjFhQyzN2kXSIusboHlUvnE1SttS%252FA1QekSNJA9gaSrHzRNj4w8ROp5oyYY1sEq5SsU5UR368W4RYUyedaYUqoXnDOZji0u1C%252F4o1a7KwiP4NebNK%252Fmj3TbdABcZEwFts7Ae31dEemIrW8oTWYBbSkRIjNOOXRA68ikTAT4d6N4gnYm4%252FIiXHfSD%252BrdUZ7ipQsSKn20k1PHymS0nVU8dZW9sgZoZyL843RLBYRGXQNFxc4sWWho2XJrRV3d13bKiReSh%252BmB9paeeIM4CfZSyzW3hKm6vmTyMfDDaEW%252Fv3zgow2NJzy0A8tWQ2TEvySvRrUgT4C6fIQv5%252BEwttYwalZroEaoYNyJllnscb%7Cclp%3A2334524%7Ctkp%3ABFBMjPyvm-Nf
17,"New ListingApple iPad (6th Generation) 128GB, Wi-Fi, 9.7 inch - Silver Used",https://www.ebay.com/itm/275176673610?hash=item4011ced14a:g:5GUAAOSwFnFiCcpm
18,"NEW Sealed 2021 Apple iPad 9th Gen 10.2"" (Wi-Fi,256GB) Latest Model",https://www.ebay.com/itm/284627057429?hash=item4245183b15:g:qwMAAOSwW-Bh8uT5
19,Apple iPad Air 1st WiFi |16GB 32GB 64GB 128GB I  Gray or Silver | Grade C,https://www.ebay.com/itm/173952391484?hash=item28805ed93c:g:yUIAAOSw0BtdHA-X
20,"Apple iPad 6th Gen. 128GB, Wi-Fi + Cellular (Unlocked), 9.7in - Space Gray",https://www.ebay.com/itm/175112003888?epid=243729421&hash=item28c57d2130:g:tw4AAOSw4gBh4wBc
21,"New Apple iPad 9th Gen. 64GB, Wi-Fi, 10.2 in - Space Gray Latest Model 2021",https://www.ebay.com/itm/203784761666?epid=25049271524&hash=item2f7284b142:g:qz8AAOSwfqph2Kji
22,"Apple iPad Air 1st Gen. MD786LL/B 32GB, Wi-Fi, 9.7in, Space Gray A1474",https://www.ebay.com/itm/275162112294?epid=17023553495&hash=item4010f0a126:g:Hv0AAOSwJ5ViBV0W
23,"Apple iPad Model-A1893 6th Gen - 2.3gHz - Silver - 32GB - WiFi Only - 9.7"" ",https://www.ebay.com/itm/224840745591?hash=item34598d8277:g:9lEAAOSwKthiDElw
24,"Apple iPad 8th Gen. 32GB, Wi-Fi, 10.2 in - Space Gray NEW WITHOUT BOX",https://www.ebay.com/itm/284656850342?epid=5040896193&hash=item4246ded5a6:g:WzAAAOSwhxJh5KK5
25,"Apple iPad Pro 3rd Gen. 64GB, Wi-Fi, 12.9 in - Space Gray Wi-Fi Good Condition",https://www.ebay.com/itm/154826291296?epid=3025334839&hash=item240c5db860:g:-esAAOSw-QZh~E15
26,"New ListingApple iPad Air 2nd, Wi-Fi, 9.7in - 16GB 32GB 64GB - Gray Silver Gold - Grade C",https://www.ebay.com/itm/165346948747?epid=241911826&hash=item267f72368b:g:bDcAAOSwKtFiEpTq
27,Apple 10.2-inch iPad (2021) Wi-Fi 256GB - Space Gray,https://www.ebay.com/itm/275163447922?hash=item4011050272:g:CbkAAOSwBfliBn7w
28,Apple iPad mini 3 - 16GB - Wi-Fi - 7.9in - Gold - Tablet,https://www.ebay.com/itm/144324951825?epid=204278941&hash=item219a6fff11:g:stgAAOSwpzJhy2RV
29,"Apple iPad Pro 3 (3rd Gen) 256GB Wi-Fi Cellular Unlocked 12.9"" - Excellent",https://www.ebay.com/itm/133878732032?_trkparms=ispr%3D1&hash=item1f2bcb5500:g:E9IAAOSw0t1hQ18V&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSHYXPhGXR5uguexJBeHwfgf6%252FodcOcz6IcX8nduggeMRWcDz08iMMiwFBcZ1ibLJrsuK2L%252FrMo8LUUi1W1qQwBf%252FZDQOOf%252BL%252BPybQUf%252FGDJlMJjsyF%252FlOOmNZGZAH8FeyR%252BaXLFqMUvOJ%252FC6uOjOCNXWkn0IjbDYM9uyJQVTqXiL%252FsRZ3RMIJ0TbcWGfJ3uUJCqeOiiE%252B%252FuuPxD5QpHK0IZ2htAwvNa2MnVseIfPiWfIMZwHgA6NVWImhxF0maA4%252ByneJx71iUAdnviGeM%252F0hWhYrDuuDV2u8wN0qBzTCOmewrt%252FscggGGMZEPgWtr85ov0Ab3eaJV4arglnAtZqmrQh3gULyezJEC%252Bo4gjnPRFktuVbYXK4KlXmXcMXrqsGq%252Fq%252BQfWK%252BrVr2TUzLkNyuT%252FmTecfx%252FHifOYf0FEpssFhHVbW%252BBlb8jZOjCZmVXKFGDuuTvwaoIm1lZMiZ0tHXYwmehKcPMMbz8o45IICw2CEMmiB35kWJ2CjDd9jlpiuCX%252B0QPnQM%252F9ORrQaIkqh3fJesr0v4V13lAObiZbkiivd31zpCThQlcT5p%252BqoHOsrvffLt%252BQDqUH1QRiUpDlryM6xFUNvbjwgtDUSn7SYUlUCVOARyX%252FPRSdwnxRvvSUo%252FqSn%252BG7%252Bhqpk7qnptyyWWyt%252BvJ4gP8QqaKJhi8EN6HAwcZKxbUN0oWdR06ncPp64YgzbJhGcBisdyV6%252BNXprFBREHvvXpwKvI6V49KKdtoS6j9diT5ZTVLa9KhBCHit5Hhisz%252BwWwxfFVyPQ%252BEXAPcN%252BMILBohgQiADqCSdFTQ0Wqly1i0MifYpn91u823esO%7Cclp%3A2334524%7Ctkp%3ABFBMjPyvm-Nf
30,Apple iPad 5 (5th Gen -2017 Model) -32GB -128GB - Wi-Fi + Cellular - ALL COLORS,https://www.ebay.com/itm/362794924396?_trkparms=ispr%3D1&hash=item547843396c:g:Yh0AAOSw8gRdFCl5&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS5%252FLJbfonbQUYd49AU1AJYye%252BqdP8SiPqOMGhiRzgt86jRY9cpf1ER8ySqalVTRrV8kl7isBPm%252FsTpj0EKw8hcxmoe3CjWv7ZEAZo%252FH5hI0%252BB63KgQ6vbm3lfbNj8GuRXBO8r6uUcGXvoUBT4D%252FG6moWusx8l9XiQ1hnUCluTcBWauR4UXoQcI5%252B0eS%252F2GR6Atl0GE6Dv57S02dWaS%252F6QBOtnME22gCYDZzQJJ9xudTZjEeqL5i50Y8kR2mVEIuE7WUp%252BVzWrLs60KbRLSQ3YAQ6qfU9SZvzGHt2KdBHLMgLJAf6wr9JmzsWGSJRdy74SK6nq2pSbqE%252FuRp7y087j0WpXuIIsb2ar%252BiBANuv%252FcYUu3NfKdJTFcIt9ovWQYQ59chI8j%252BvRxOEFQDvWGslG%252F21KRb68REqROvCnN%252B9rqx%252BMlF1l71L03wYGPuwqtW1Up3wRfJtBkc7Nf5hKPDz5vMtS3pG%252F48sjbW96ItA2mHzme6cG2qaNn3C%252BzWwESbRFgLTeqt6VaAeSF8y5FipCN8CFyTGUw6IZMaNQJIBwanyG13lQxVTMD5lKx84QRCvK4WYuX6Y0AXxTus51B07%252BbRAv2e1LrSVmsDSe0FZ2hHtAFa6ZZa050JZA07P23pdHRlQoenIYg8iPAFZ5nOZ9F6pOJ8NthhEBuKHMfYUpi%252BgSqNCcnY1jiXIdWhWmEGUVIP5UYBo1wkRolFtajeXe7yQpfxv0mcu116kgMpgHchzIoCfNj3A8IvOpSRs8jNGfrrKtFFXGd6FcikkJXVdkBapI6SvlGXY%252FiJleaZqLO3y75G%252BHaWktVbq4hygcYJEy%7Cclp%3A2334524%7Ctkp%3ABFBMjPyvm-Nf
31,"Apple iPad 6 (6th Gen) 32GB Wi-Fi 9.7"" Gold Silver Space Gray - Good Condition",https://www.ebay.com/itm/133796044810?_trkparms=ispr%3D1&hash=item1f26dda00a:g:EbYAAOSw-Zlg0eIW&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSHYXPhGXR5uguexJBeHwfgTEbJ3JXimHvvMYshDrqqRY2Drr4fmM4rCjjkjdXy5BFIe0J0epi8fkzoZ0NXD9zQCmD0r1i2p4sIiueW0SVrR5cNNmBlOcXMUdNzdIxnQZYDfJbQMs0FMxgCd7ckF9iBNIGFleIC68HJfmdpH%252F8%252BSE7yXX2PKcSuUmu%252F46Nd%252BFnMWJW4aXWuiJT5zJsEMuTxR8vyh1bRfH5j5oluZ64f1A25Uyv1%252BOXs50YhJhO58gbjx2NOk%252BLAV2s4Z6rhk1CjSWkpeo6Qiwc2SaOlB%252BF362mJ0LPXkj9VxuOlJKQLu0pJ1c0m0NFkZP3MAuIDXMc8KmcuJmf1AT8rOVnPdKpDZcv7HUFW1Hlrkwn0Fb%252F0NLRJvgHXqXlwusVox%252FJrD%252B8Bk2XOJIDBwmthOmjSNMEgWVm193Cie2P8dO4z9gQv%252BXpzLRj%252F%252Bha8FN67BiGAX85zy1y%252BPEA%252FxnBY1EHijH%252F%252Bi4OCmbmfFPgi0WurYgsddZIkFp6cs7vBOPMmzEnGJQH%252Fby7xuRwwcosueSwK8kJ5CpXmBH2MWN5QU%252FGFMYuaaVmfFr4yX7w68O1DPYlnOs4I31dURUNhZ88MISzCC1n%252FlIW8%252BL%252BVAVraqbIzW%252FcNjNBU0ucV3S8pOHk8SUb%252F77Qfv4vvMQRoy%252BN%252Bjqo2PKStHo8wLS3%252FB4XbYj1w4B8zlgMmehCYwQbVtrsJWyjRGHXhcxQcojVqFMUcuLrerBo5yySerMS638tEKxTZt%252Fbw%252FJHK1u8LnIf%252BYBWQDA1ytq6UNHDx4Gcbr9Rpdk2cwlPg%252FHx%252FMSGpMgrCGa21m%252Fd0af4%7Cclp%3A2334524%7Ctkp%3ABFBMjPyvm-Nf
